band,album,release_date,date_disp,month_key,sort_key,hmb_genre,hmb_url,cover_url,album_id,upcoming,final_genre,genre_status,genre_source,filter_slugs,ma_search_url
Ringlorn,The Queen of Wildred,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Heavy Metal, Power Metal, Heavy",https://heavymetalbest.com/album/ringlorn/the-queen-of-wildred?albumId=9sCuCjrUx0BszwqJmspH,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Queen-of-Wildred-full-length_1779387190664_200_200.webp?alt=media&token=d7a1633b-d92d-40f0-8ce9-efabccecc02c,9sCuCjrUx0BszwqJmspH,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Ringlorn&type=band_name
Eternal Evil,Forever Feared,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Thrash Metal, Black Metal, Black",https://heavymetalbest.com/album/eternal-evil/forever-feared?albumId=6V1kMv9Yvhsv0WPsJVcI,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FForever-Feared-full-length_1779310248805_200_200.webp?alt=media&token=4d52b9d9-aecc-4b8e-8e44-8377095907cc,6V1kMv9Yvhsv0WPsJVcI,False,Thrash Metal,verified,firebase,thrash-metal,https://www.metal-archives.com/search?searchString=Eternal%20Evil&type=band_name
Deus Sabaoth,Distortion of Lies,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,Black Metal,https://heavymetalbest.com/album/deus-sabaoth/distortion-of-lies?albumId=4QYiNyR09WalxUVuxIkx,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDistortion-of-Lies-full-length_1779386959870_200_200.webp?alt=media&token=5de8ca92-61a5-4dba-a300-72102ab9ae74,4QYiNyR09WalxUVuxIkx,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Deus%20Sabaoth&type=band_name
Emerald Rage,The Eyes of the Dragon,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Speed Metal, Power, Heavy, Heavy Metal, Power Metal",https://heavymetalbest.com/album/emerald-rage/the-eyes-of-the-dragon?albumId=4C7k2I61l98A1pQBGKJg,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Eyes-of-the-Dragon-full-length_1779387001138_200_200.webp?alt=media&token=3c49c330-a171-43d9-9392-8776a6683362,4C7k2I61l98A1pQBGKJg,False,Speed Metal,verified,firebase,speed-metal,https://www.metal-archives.com/search?searchString=Emerald%20Rage&type=band_name
Dauþuz,Todeswerk: Uranium II,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,Black Metal,https://heavymetalbest.com/album/dauþuz/todeswerk:-uranium-ii?albumId=1YFA2ihMX8pMHPdje30I,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FTodeswerk-Uranium-II-full-length_1779386954412_200_200.webp?alt=media&token=bcfaca8a-3556-452a-8e16-8306e070e0c8,1YFA2ihMX8pMHPdje30I,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Dau%C3%BEuz&type=band_name
Consecration,Exanimis,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Doom, Doom Metal, Death Metal",https://heavymetalbest.com/album/consecration/exanimis?albumId=1UPPGOkCESR5C3gnjOm2,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FExanimis-full-length_1779310235702_200_200.webp?alt=media&token=9ecda744-5ba7-4548-8b33-c20f3a2b7efb,1UPPGOkCESR5C3gnjOm2,False,Doom Metal,verified,firebase,doom-metal,https://www.metal-archives.com/search?searchString=Consecration&type=band_name
Horizon of Aeons,Timeless Forms of Desolation,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,,https://heavymetalbest.com/album/horizon-of-aeons/timeless-forms-of-desolation?albumId=1N5TTea0GuwErB2CHcW4,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FTimeless-Forms-of-Desolation-full-length_1779037153984_200_200.webp?alt=media&token=ba6df746-4157-4299-bde8-828b78ee6da2,1N5TTea0GuwErB2CHcW4,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Horizon%20of%20Aeons&type=band_name
Morgue Supplier,Mastering the Disease,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Grindcore, Death Metal",https://heavymetalbest.com/album/morgue-supplier/mastering-the-disease?albumId=xL8MsI453WVgXACqYDCk,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FMastering-the-Disease-full-length_1780048204490_200_200.webp?alt=media&token=193b35cf-30c7-462f-bf3d-6f1168fd126f,xL8MsI453WVgXACqYDCk,False,Grindcore,verified,firebase,grindcore,https://www.metal-archives.com/search?searchString=Morgue%20Supplier&type=band_name
Windswept,Howling in Baptismal Filth,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,Black Metal,https://heavymetalbest.com/album/windswept/howling-in-baptismal-filth?albumId=rmyekdkBbqfbY43KZ1nz,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FHowling-in-Baptismal-Filth-full-length_1780048349897_200_200.webp?alt=media&token=2cce2604-523f-4116-9bbc-17ba23595ede,rmyekdkBbqfbY43KZ1nz,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Windswept&type=band_name
Nidelgret,Trauerlärm,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,,https://heavymetalbest.com/album/nidelgret/trauerlärm?albumId=pyVV3O3JjJaXp6MkugSa,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FTrauerlärm-full-length_1780048214211_200_200.webp?alt=media&token=6cf8b49b-46ea-4cff-a4a1-3da28d8cc2f3,pyVV3O3JjJaXp6MkugSa,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Nidelgret&type=band_name
Disappear...,Stargazer,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,,https://heavymetalbest.com/album/disappear.../stargazer?albumId=ibxZ33pDEjpCkUWFJD85,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FStargazer-full-length_1780047800669_200_200.webp?alt=media&token=2cd610fd-1d67-4288-80f1-d3540453f2bb,ibxZ33pDEjpCkUWFJD85,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Disappear...&type=band_name
Beyond Salvation,The Final Nail,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Melodic Death Metal, Thrash, Thrash Metal",https://heavymetalbest.com/album/beyond-salvation/the-final-nail?albumId=RoAlktiu2hbYoxFtALrb,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Final-Nail-full-length_1780047707720_200_200.webp?alt=media&token=851b76c1-a998-40bd-959e-a35f61fcb006,RoAlktiu2hbYoxFtALrb,False,Melodic Death Metal,verified,firebase,melodic-death-metal,https://www.metal-archives.com/search?searchString=Beyond%20Salvation&type=band_name
With Blood Comes Cleansing,Golgotha (20th Anniversary Edition),2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,,https://heavymetalbest.com/album/with-blood-comes-cleansing/golgotha-(20th-anniversary-edition)?albumId=OfaMoWlfwdeB9FEAL2KK,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FGolgotha-(20th-Anniversary-Edition)-full-length_1780048368084_200_200.webp?alt=media&token=5c89571e-6f85-4a27-a178-af2c5587eb0d,OfaMoWlfwdeB9FEAL2KK,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=With%20Blood%20Comes%20Cleansing&type=band_name
Grave Pilgrim,The Pungent Wine of Pride,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,,https://heavymetalbest.com/album/grave-pilgrim/the-pungent-wine-of-pride?albumId=K7vnxi5sbE2TsaVyUh96,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Pungent-Wine-of-Pride-full-length_1780047820137_200_200.webp?alt=media&token=36c3c7aa-71ec-4b25-93d1-15750b28be8f,K7vnxi5sbE2TsaVyUh96,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Grave%20Pilgrim&type=band_name
Ater Era,Sinistria,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,Black Metal,https://heavymetalbest.com/album/ater-era/sinistria?albumId=ItrT0KPdmNT4pnLCHpKB,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FSinistria-full-length_1780047612623_200_200.webp?alt=media&token=8a5ec170-d80f-4945-b6ba-568c5abc8bc8,ItrT0KPdmNT4pnLCHpKB,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Ater%20Era&type=band_name
Jonestown,Promise of Enlightenment,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Thrash, Heavy Metal, Thrash Metal",https://heavymetalbest.com/album/jonestown/promise-of-enlightenment?albumId=CnztawRNSyMEhZPVxkxu,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FPromise-of-Enlightenment-full-length_1780048052963_200_200.webp?alt=media&token=aa571ecb-3389-45f8-9aae-fd306871742a,CnztawRNSyMEhZPVxkxu,False,Thrash Metal,verified,firebase,thrash-metal,https://www.metal-archives.com/search?searchString=Jonestown&type=band_name
Surrogoat,Consumed by the Wrath of Time,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Death, Thrash Metal, Death Metal",https://heavymetalbest.com/album/surrogoat/consumed-by-the-wrath-of-time?albumId=9zVcTAqrtwbIxs1wnGQk,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FConsumed-by-the-Wrath-of-Time-full-length_1780048314810_200_200.webp?alt=media&token=a7e43058-ead1-4fdd-9328-bf57228a784c,9zVcTAqrtwbIxs1wnGQk,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Surrogoat&type=band_name
Zimorog,Modern Slavic Horde,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,Black Metal,https://heavymetalbest.com/album/zimorog/modern-slavic-horde?albumId=8mBZLoYIQu5MnImKi1Uc,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FModern-Slavic-Horde-full-length_1780048429732_200_200.webp?alt=media&token=c9cc9342-670c-4fa9-9607-f5a2963a8670,8mBZLoYIQu5MnImKi1Uc,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Zimorog&type=band_name
Killing Suzy,Stillborn,2026-05-28,"May 28, 2026",May 2026,2026-05-28T00:00:00,,https://heavymetalbest.com/album/killing-suzy/stillborn?albumId=RjTKl0ShBVaHTX2onLlK,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FStillborn-full-length_1779310314621_200_200.webp?alt=media&token=3fea488a-9e52-4006-b42b-7702ca673f87,RjTKl0ShBVaHTX2onLlK,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Killing%20Suzy&type=band_name
Vimbulnatt,Der dunklen Tugenden. Echos,2026-05-28,"May 28, 2026",May 2026,2026-05-28T00:00:00,Black Metal,https://heavymetalbest.com/album/vimbulnatt/der-dunklen-tugenden.-echos?albumId=JefGO4Tku5sxDJ7yYsvD,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDer-dunklen-Tugenden.-Echos-full-length_1779037409072_200_200.webp?alt=media&token=23a7a791-044e-4bfa-8b86-3e510e312478,JefGO4Tku5sxDJ7yYsvD,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Vimbulnatt&type=band_name
Eternal Sword,Valorous,2026-05-27,"May 27, 2026",May 2026,2026-05-27T00:00:00,,https://heavymetalbest.com/album/eternal-sword/valorous?albumId=wJpc7407RoeGLqGDtNjM,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FValorous-full-length_1779310256647_200_200.webp?alt=media&token=75284191-9521-44c8-92f1-c1c97ee0fb0c,wJpc7407RoeGLqGDtNjM,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Eternal%20Sword&type=band_name
Galvanist,The Silence Between Stars,2026-05-27,"May 27, 2026",May 2026,2026-05-27T00:00:00,"Experimental Doom, Death Metal",https://heavymetalbest.com/album/galvanist/the-silence-between-stars?albumId=m2lawnMBCiOqD3aCIhxi,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Silence-Between-Stars-full-length_1772659084934_200_200.webp?alt=media&token=b8ec0de1-e3cf-4594-af16-88d8c5c24e13,m2lawnMBCiOqD3aCIhxi,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Galvanist&type=band_name
Gluttonous Overindulgence of Relentless Torture,Pandemonium,2026-05-27,"May 27, 2026",May 2026,2026-05-27T00:00:00,,https://heavymetalbest.com/album/gluttonous-overindulgence-of-relentless-torture/pandemonium?albumId=XYWrfGRrbBry21kVWj57,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FPandemonium-full-length_1779035108643_200_200.webp?alt=media&token=19a0cf96-78cc-4325-bee4-b1d2b7d28cf6,XYWrfGRrbBry21kVWj57,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Gluttonous%20Overindulgence%20of%20Relentless%20Torture&type=band_name
Halter,Another Strong Hand for a Damned Land,2026-05-25,"May 25, 2026",May 2026,2026-05-25T00:00:00,"Doom, Death Metal, Doom Metal",https://heavymetalbest.com/album/halter/another-strong-hand-for-a-damned-land?albumId=ixUllYHLuv1kV4sWAcm7,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FAnother-Strong-Hand-for-a-Damned-Land-full-length_1779035181782_200_200.webp?alt=media&token=ff91d20e-1a07-4060-89f5-4f90434bade9,ixUllYHLuv1kV4sWAcm7,False,Doom Metal,verified,firebase,doom-metal,https://www.metal-archives.com/search?searchString=Halter&type=band_name
Insanity Deification,Stare of Eternal Dismemberment,2026-05-25,"May 25, 2026",May 2026,2026-05-25T00:00:00,,https://heavymetalbest.com/album/insanity-deification/stare-of-eternal-dismemberment?albumId=Nt5m76jkxtwgujCN6hFy,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FStare-of-Eternal-Dismemberment-full-length_1779035263970_200_200.webp?alt=media&token=13a00689-e5c3-4855-8a58-f330e0eaf01c,Nt5m76jkxtwgujCN6hFy,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Insanity%20Deification&type=band_name
Infestation,Rituals Beneath the Crimson Sun,2026-05-24,"May 24, 2026",May 2026,2026-05-24T00:00:00,,https://heavymetalbest.com/album/infestation/rituals-beneath-the-crimson-sun?albumId=WuoJhl5I6NJOSKolvOaf,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FRituals-Beneath-the-Crimson-Sun-full-length_1779035252304_200_200.webp?alt=media&token=b6a618a7-02b1-4632-9aee-974d11b14732,WuoJhl5I6NJOSKolvOaf,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Infestation&type=band_name
Cerber,Essentia Straube,2026-05-23,"May 23, 2026",May 2026,2026-05-23T00:00:00,Death Metal,https://heavymetalbest.com/album/cerber/essentia-straube?albumId=mHZbSVYjGZyJXiGjPEwu,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEssentia-Straube-full-length_1779034996350_200_200.webp?alt=media&token=73ef85cd-bf70-4cc0-8a1f-b1ea852ac567,mHZbSVYjGZyJXiGjPEwu,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Cerber&type=band_name
Solipsism,Pedagogy for the Existentially Exhausted,2026-05-23,"May 23, 2026",May 2026,2026-05-23T00:00:00,Black Metal,https://heavymetalbest.com/album/solipsism/pedagogy-for-the-existentially-exhausted?albumId=76wxo5qefr287sLVp68c,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FPedagogy-for-the-Existentially-Exhausted-full-length_1779035381463_200_200.webp?alt=media&token=9c8372e0-af4b-4caa-a3fc-169efc709c89,76wxo5qefr287sLVp68c,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Solipsism&type=band_name
Abandon Agony,Endbringer,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,,https://heavymetalbest.com/album/abandon-agony/endbringer?albumId=K0bMUmOizhQkICZ7EbqM,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEndbringer-full-length_1776271081412_200_200.webp?alt=media&token=75ce6eff-b56c-453f-94b3-cae44c59cae9,K0bMUmOizhQkICZ7EbqM,True,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Abandon%20Agony&type=band_name
As the Sun Falls,Songs from the Veil,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,,https://heavymetalbest.com/album/as-the-sun-falls/songs-from-the-veil?albumId=zIgXj6OrcE8nOFiNJhQc,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FSongs-from-the-Veil-full-length_1778585359121_200_200.webp?alt=media&token=29892740-7da1-4bc4-898f-7693eb321c8f,zIgXj6OrcE8nOFiNJhQc,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=As%20the%20Sun%20Falls&type=band_name
Armored Saint,Emotion Factory Reset,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,Heavy Metal,https://heavymetalbest.com/album/armored-saint/emotion-factory-reset?albumId=syKvSA5ulnfeB3JO1Aqi,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEmotion-Factory-Reset-full-length_1778585342683_200_200.webp?alt=media&token=ec855052-fb2b-4ff6-9d4c-fb818308644d,syKvSA5ulnfeB3JO1Aqi,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Armored%20Saint&type=band_name
Hellevate,Killicon Valley,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,"Thrash Metal, Death Metal, Death, Power Metal, Thrash",https://heavymetalbest.com/album/hellevate/killicon-valley?albumId=ruCKpvCquuWx26U70Agz,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FKillicon-Valley-full-length_1778681864758_200_200.webp?alt=media&token=90e7e72d-b35c-4702-98d5-912b9eb0c8a7,ruCKpvCquuWx26U70Agz,False,Thrash Metal,verified,firebase,thrash-metal,https://www.metal-archives.com/search?searchString=Hellevate&type=band_name
Doom's Day,A Church for the Damned,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,"Heavy, Punk, Heavy Metal, Doom Metal",https://heavymetalbest.com/album/doom's-day/a-church-for-the-damned?albumId=rJsOuqkh1GCrur3MADzH,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FA-Church-for-the-Damned-full-length_1779035072171_200_200.webp?alt=media&token=6120459d-4fca-4b4c-8a16-f4f51b79eeca,rJsOuqkh1GCrur3MADzH,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Doom%27s%20Day&type=band_name
Northborn,Northborn,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,,https://heavymetalbest.com/album/northborn/northborn?albumId=qkYU46zYtabjtLLH2gmv,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FNorthborn-full-length_1778585627324_200_200.webp?alt=media&token=7a814294-d6a3-45dd-bbe7-8fa4012fa9b5,qkYU46zYtabjtLLH2gmv,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Northborn&type=band_name
Barren Canyon,A Virulent Steam,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,,https://heavymetalbest.com/album/barren-canyon/a-virulent-steam?albumId=p2DlcwKrChqV0GHreFFq,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FA-Virulent-Steam-full-length_1778681737183_200_200.webp?alt=media&token=f813d4f3-58a7-430a-8927-adf7726c7b66,p2DlcwKrChqV0GHreFFq,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Barren%20Canyon&type=band_name
Deathstorm,Cascophonies,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,Thrash Metal,https://heavymetalbest.com/album/deathstorm/cascophonies?albumId=mGpgKCT7uR3cnY6Px0CP,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FCascophonies-full-length_1778585482399_200_200.webp?alt=media&token=832855be-c4f9-4d68-b725-491083a6da84,mGpgKCT7uR3cnY6Px0CP,False,Thrash Metal,verified,firebase,thrash-metal,https://www.metal-archives.com/search?searchString=Deathstorm&type=band_name
