band,album,release_date,date_disp,month_key,sort_key,hmb_genre,hmb_url,cover_url,album_id,upcoming
Urzah,A Tranquil Void,2026-06-03,"June 3, 2026",June 2026,2026-06-03T00:00:00,,https://heavymetalbest.com/album/urzah/a-tranquil-void?albumId=nFSinMVvvAzAlCl5giLe,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FA-Tranquil-Void-full-length_1779548212886_200_200.webp?alt=media&token=c656622b-d7b8-4fe9-9fe5-3ca0d14ffebc,nFSinMVvvAzAlCl5giLe,True
In a Forest Dark,To a God Unknown,2026-06-02,"June 2, 2026",June 2026,2026-06-02T00:00:00,"Doom Metal, Doom, Black Metal, Gothic",https://heavymetalbest.com/album/in-a-forest-dark/to-a-god-unknown?albumId=Q8A9nSLgX0cMcpui18OE,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FTo-a-God-Unknown-full-length_1779548122276_200_200.webp?alt=media&token=5b631450-0daa-4ff0-af30-b9e03854710c,Q8A9nSLgX0cMcpui18OE,True
Iselder,The 38th Division,2026-06-01,"June 1, 2026",June 2026,2026-06-01T00:00:00,Black Metal,https://heavymetalbest.com/album/iselder/the-38th-division?albumId=GEbcdM2AqbTSJELdPQhr,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-38th-Division-full-length_1779459932111_200_200.webp?alt=media&token=20c5e3d3-2f14-48b9-a6a9-93f179038a28,GEbcdM2AqbTSJELdPQhr,True
Suremad,Memento Mori,2026-06-01,"June 1, 2026",June 2026,2026-06-01T00:00:00,"Pagan Metal, Black, Black Metal, Punk",https://heavymetalbest.com/album/suremad/memento-mori?albumId=lJYaNWCfpowGqBE2XH6G,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FMemento-Mori-full-length_1779548171537_200_200.webp?alt=media&token=f38bf537-b9e7-4272-999f-13747f5b5525,lJYaNWCfpowGqBE2XH6G,True
Groteskh,A Low Budget Horrorshow,2026-05-31,"May 31, 2026",May 2026,2026-05-31T00:00:00,Black Metal,https://heavymetalbest.com/album/groteskh/a-low-budget-horrorshow?albumId=viytWaHfttkNCFUlImaB,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FA-Low-Budget-Horrorshow-full-length_1779460858197_200_200.webp?alt=media&token=1e2b80ba-0e96-45ef-bb46-34da0a6f314b,viytWaHfttkNCFUlImaB,False
Phlegethon Temple,Crossing the Ancient Empire of Mysticism,2026-05-31,"May 31, 2026",May 2026,2026-05-31T00:00:00,,https://heavymetalbest.com/album/phlegethon-temple/crossing-the-ancient-empire-of-mysticism?albumId=Tf2DEsj4JsKPHOzNI8pX,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FCrossing-the-Ancient-Empire-of-Mysticism-full-length_1779459948552_200_200.webp?alt=media&token=6537a0fe-c248-4987-a205-48f61b83d74f,Tf2DEsj4JsKPHOzNI8pX,False
Astar,Journey Beyond the Ages,2026-05-31,"May 31, 2026",May 2026,2026-05-31T00:00:00,,https://heavymetalbest.com/album/astar/journey-beyond-the-ages?albumId=DHKtA3tOIsWBJOjPeyUS,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FJourney-Beyond-the-Ages-full-length_1779459766029_200_200.webp?alt=media&token=9ba9cdef-52a0-44c3-81dd-5d0f6eef2839,DHKtA3tOIsWBJOjPeyUS,False
Vølus,Elegy of the Necrochosen,2026-05-30,"May 30, 2026",May 2026,2026-05-30T00:00:00,"Black, Noise, Death Metal, Black Metal",https://heavymetalbest.com/album/vølus/elegy-of-the-necrochosen?albumId=irFJre6r8q6P13eCw9SG,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FElegy-of-the-Necrochosen-full-length_1779460085855_200_200.webp?alt=media&token=3029ccbc-cbda-4d3c-9efd-7005e70351a8,irFJre6r8q6P13eCw9SG,False
Sik Salvation,I.R.E.,2026-05-30,"May 30, 2026",May 2026,2026-05-30T00:00:00,Death Metal,https://heavymetalbest.com/album/sik-salvation/i.r.e.?albumId=gV2rDt8Yci4YdRcOuGsC,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FI.R.E.-full-length_1779460039899_200_200.webp?alt=media&token=2af94511-4451-4680-a569-8c9a66bff3b6,gV2rDt8Yci4YdRcOuGsC,False
Kyanos,Deep Inside of Me,2026-05-30,"May 30, 2026",May 2026,2026-05-30T00:00:00,,https://heavymetalbest.com/album/kyanos/deep-inside-of-me?albumId=cneGHYn9FJWp2ysfZ2Ri,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDeep-Inside-of-Me-full-length_1779459943632_200_200.webp?alt=media&token=b8cc4a2e-d631-4d87-8142-5bcb8cb74fab,cneGHYn9FJWp2ysfZ2Ri,False
Rimruna,Wenn droben nachts der Frostmond thront,2026-05-30,"May 30, 2026",May 2026,2026-05-30T00:00:00,Black Metal,https://heavymetalbest.com/album/rimruna/wenn-droben-nachts-der-frostmond-thront?albumId=RbB4xLey4pkPrcETVNFH,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FWenn-droben-nachts-der-Frostmond-thront-full-length_1779459985719_200_200.webp?alt=media&token=dfec35fa-3b15-4b87-a923-f46dbf256353,RbB4xLey4pkPrcETVNFH,False
Totenlegion,Einschlag,2026-05-30,"May 30, 2026",May 2026,2026-05-30T00:00:00,,https://heavymetalbest.com/album/totenlegion/einschlag?albumId=geHhCnPOUbLnFspXncc2,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEinschlag-full-length_1780048341243_200_200.webp?alt=media&token=f7515c7d-e4a8-4672-a76a-08c980901035,geHhCnPOUbLnFspXncc2,False
The Fifth Alliance,Stenahoria,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,,https://heavymetalbest.com/album/the-fifth-alliance/stenahoria?albumId=tfWEbRfPX5oCkQWfPCyM,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FStenahoria-full-length_1776271396439_200_200.webp?alt=media&token=d7c3cf7f-b7e9-4844-8f4b-1e926f418eac,tfWEbRfPX5oCkQWfPCyM,False
Narnia,X,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Power Metal, Neoclassical",https://heavymetalbest.com/album/narnia/x?albumId=wRbO6pa0bBsYwVBXZC7r,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FX-full-length_1774443382410_200_200.webp?alt=media&token=b0b09413-cb43-49e3-ae6e-8c32254220fd,wRbO6pa0bBsYwVBXZC7r,True
Wyrmhaven,Seasons of Gloom,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,,https://heavymetalbest.com/album/wyrmhaven/seasons-of-gloom?albumId=ykFMcjKibE1XfWuqImO7,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FSeasons-of-Gloom-full-length_1779310517845_200_200.webp?alt=media&token=94c1aa98-ecc1-4546-969c-29f166eb1983,ykFMcjKibE1XfWuqImO7,False
Monolord,Neverending,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Doom Metal, Stoner",https://heavymetalbest.com/album/monolord/neverending?albumId=vZDokXojWFzQ4uOVgMqR,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FNeverending-full-length_1779310433706_200_200.webp?alt=media&token=ea7a0278-9ce7-4625-b9fd-0cb5ebd32df7,vZDokXojWFzQ4uOVgMqR,False
Godthrymm,Projections,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,,https://heavymetalbest.com/album/godthrymm/projections?albumId=uvxGjIPk65iCEHf2Swyl,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FProjections-full-length_1779310264187_200_200.webp?alt=media&token=b4018885-b124-4fa5-b0bf-4145a7245ad7,uvxGjIPk65iCEHf2Swyl,False
Graveir,The Festering Triad,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,Black Metal,https://heavymetalbest.com/album/graveir/the-festering-triad?albumId=tl4YNMv7GXMAuoPj6oDM,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Festering-Triad-full-length_1779310304553_200_200.webp?alt=media&token=21bc7771-e686-44ac-bd3a-631dc0e79cf7,tl4YNMv7GXMAuoPj6oDM,False
Serpent Lord,The Once Forgotten Ways of Old,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,,https://heavymetalbest.com/album/serpent-lord/the-once-forgotten-ways-of-old?albumId=scpeVtMWSo1zkfTo8buq,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Once-Forgotten-Ways-of-Old-full-length_1779310461321_200_200.webp?alt=media&token=a2f25747-1d02-4b82-9570-ed4f08d9681b,scpeVtMWSo1zkfTo8buq,False
Uada,Interwoven,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,,https://heavymetalbest.com/album/uada/interwoven?albumId=quBDj61wjGqm8oDM88mZ,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FInterwoven-full-length_1774546606031_200_200.webp?alt=media&token=a27c7702-9cf9-4864-829b-f37133fa1b69,quBDj61wjGqm8oDM88mZ,False
Mother Bear,Orm 2,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Doom Metal, Stoner",https://heavymetalbest.com/album/mother-bear/orm-2?albumId=oEi8xLDlSdPv5JM6JnKH,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FOrm-2-full-length_1779387118684_200_200.webp?alt=media&token=82849f60-507c-4253-8c51-e96486a43418,oEi8xLDlSdPv5JM6JnKH,False
TDW,Bane of the Talebearer OST,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,Progressive Metal,https://heavymetalbest.com/album/tdw/bane-of-the-talebearer-ost?albumId=o2hPINM9tJmXwXPFl7LE,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FBane-of-the-Talebearer-OST-full-length_1779387261243_200_200.webp?alt=media&token=a5847662-9634-4b8b-bfd4-6c22ca284c63,o2hPINM9tJmXwXPFl7LE,False
Maladie,The Dance of Tragedies,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Progressive Metal, Avant-garde Black Metal, Progressive",https://heavymetalbest.com/album/maladie/the-dance-of-tragedies?albumId=lleWuUqVYWUEXTpXlTc7,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Dance-of-Tragedies-full-length_1779387085389_200_200.webp?alt=media&token=8c61b1b0-275b-44c6-b1d1-1fcf0e02763a,lleWuUqVYWUEXTpXlTc7,False
Tooms,Karst,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,,https://heavymetalbest.com/album/tooms/karst?albumId=lIfCFdfHD87IATbua9sP,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FKarst-full-length_1779387312860_200_200.webp?alt=media&token=b86a2020-1af9-4344-bfc0-cf3ec2409236,lIfCFdfHD87IATbua9sP,False
Ice Chemicals,The Lowest Point,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,,https://heavymetalbest.com/album/ice-chemicals/the-lowest-point?albumId=inkL6BTKyV8lKPEB0OEw,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Lowest-Point-full-length_1779459917243_200_200.webp?alt=media&token=bf6fa962-244e-4872-9968-5fe7d3505378,inkL6BTKyV8lKPEB0OEw,False
Sarcasm,Lifeforce Omnibound,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Death Metal, Melodic, Blackened Death Metal",https://heavymetalbest.com/album/sarcasm/lifeforce-omnibound?albumId=hn20JZ7bIYuHwWWH2lw4,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FLifeforce-Omnibound-full-length_1779037304638_200_200.webp?alt=media&token=7258698b-8cd2-4fc4-bfd4-7438b868f82f,hn20JZ7bIYuHwWWH2lw4,False
Brånd,Tåg & Nåcht,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,,https://heavymetalbest.com/album/brånd/tåg-&-nåcht?albumId=f2qj1ZWjIyPcXyHZbnGg,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FTåg-&-Nåcht-full-length_1779310191044_200_200.webp?alt=media&token=8ae3f31a-c26f-44e2-a677-d95458f50c0c,f2qj1ZWjIyPcXyHZbnGg,False
Balmora,These Graven Halls,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,,https://heavymetalbest.com/album/balmora/these-graven-halls?albumId=eiZhmlkHGndDw80obSd4,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThese-Graven-Halls-full-length_1779310143254_200_200.webp?alt=media&token=c26d695a-1415-4f6b-af6f-e2482705afc2,eiZhmlkHGndDw80obSd4,False
Furnace,Echoes of a Distant Future,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,Death Metal,https://heavymetalbest.com/album/furnace/echoes-of-a-distant-future?albumId=e3BiwztGlB5bFkxlxVSD,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEchoes-of-a-Distant-Future-full-length_1779387984847_200_200.webp?alt=media&token=793a819a-58e2-4feb-86dc-a6b2bfa2606b,e3BiwztGlB5bFkxlxVSD,False
Musta Suru,Viimeinen viilto,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,,https://heavymetalbest.com/album/musta-suru/viimeinen-viilto?albumId=bxgQJrJkBOXLo8ZmOYbw,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FViimeinen-viilto-full-length_1779310444384_200_200.webp?alt=media&token=1d91b7eb-4401-409b-af1f-be2a847deff0,bxgQJrJkBOXLo8ZmOYbw,False
Joel H Bulsara,Hastur the King,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Doom, Doom Metal, Stoner Metal",https://heavymetalbest.com/album/joel-h-bulsara/hastur-the-king?albumId=bZDlkyvgQU940ol9ZwXP,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FHastur-the-King-full-length_1779387077088_200_200.webp?alt=media&token=1427de4e-d2c4-46a7-acb4-71e7163ac2c7,bZDlkyvgQU940ol9ZwXP,False
"Se, josta ei puhuta",Syvyyden portit on saatava auki,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Melodic Death, Thrash Metal","https://heavymetalbest.com/album/se,-josta-ei-puhuta/syvyyden-portit-on-saatava-auki?albumId=bJszM7JNMr4gjM6dydfV",https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FSyvyyden-portit-on-saatava-auki-full-length_1779037339914_200_200.webp?alt=media&token=6b2e1f5e-7302-4301-aba5-1e1128d1d819,bJszM7JNMr4gjM6dydfV,False
Ironwill,Reforged Within,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,Heavy Metal,https://heavymetalbest.com/album/ironwill/reforged-within?albumId=aFI5SSqOo2Ly9ef1Kkpf,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FReforged-Within-full-length_1779037203807_200_200.webp?alt=media&token=31915f5b-f302-4db1-8d73-3c46d61bac9b,aFI5SSqOo2Ly9ef1Kkpf,False
Misanthrope,Embrasement,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Progressive Metal, Progressive, Melodic Death Metal",https://heavymetalbest.com/album/misanthrope/embrasement?albumId=XC4uOjGBAHXluxTCpSzL,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEmbrasement-full-length_1779310399175_200_200.webp?alt=media&token=9a2a8246-8a86-4eab-85ea-1ad2b45bd56a,XC4uOjGBAHXluxTCpSzL,False
Masquerage,Atomic Spies,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,Power Metal,https://heavymetalbest.com/album/masquerage/atomic-spies?albumId=X2A8i4f8DbTue3FhBO76,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FAtomic-Spies-full-length_1779310383401_200_200.webp?alt=media&token=19edecc3-d2e9-4d6b-8b48-db480fd8d4e8,X2A8i4f8DbTue3FhBO76,False
Elder,Through Zero,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Stoner, Doom Metal, Psychedelic Stoner Metal, Progressive Rock",https://heavymetalbest.com/album/elder/through-zero?albumId=WmweVzmXMDODNd1KlTtu,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThrough-Zero-full-length_1779037140096_200_200.webp?alt=media&token=6c69ab13-738d-4310-b39a-2f5122a54eeb,WmweVzmXMDODNd1KlTtu,False
Crocell,Swarm of Insects,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Black Metal, Black, Death Metal, Melodic Death Metal",https://heavymetalbest.com/album/crocell/swarm-of-insects?albumId=U74QVjixATnadKJ15hR7,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FSwarm-of-Insects-full-length_1779037054308_200_200.webp?alt=media&token=d662b396-e33d-470e-b5f2-3188d2f93e7e,U74QVjixATnadKJ15hR7,False
Verzauber,Dire Garden of the Ages,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,Black Metal,https://heavymetalbest.com/album/verzauber/dire-garden-of-the-ages?albumId=RoUP2MzVdIQHQ9ymLMtB,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDire-Garden-of-the-Ages-full-length_1779387335994_200_200.webp?alt=media&token=fe2ac46a-9cae-4e8f-8d31-993ae6989b87,RoUP2MzVdIQHQ9ymLMtB,False
Serpent,The Trumpets Have Hailed,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Thrash Metal, Heavy Metal, Thrash",https://heavymetalbest.com/album/serpent/the-trumpets-have-hailed?albumId=RH1eo3eCZkBITBJHqHXo,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Trumpets-Have-Hailed-full-length_1779460006028_200_200.webp?alt=media&token=6ea2267f-847f-461d-ada8-7cff9ccad099,RH1eo3eCZkBITBJHqHXo,False
Vault,Hush,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,,https://heavymetalbest.com/album/vault/hush?albumId=NNInp1KLk0uMIZLIfzYn,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FHush-full-length_1779387320774_200_200.webp?alt=media&token=ec9d4484-5a70-4480-9c6b-014ebbd579e5,NNInp1KLk0uMIZLIfzYn,False
Pharmacist,Vertebrae After Vertebrae,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Grindcore, Thrash, Death Metal, Goregrind, Thrash Metal, Melodic Death Metal",https://heavymetalbest.com/album/pharmacist/vertebrae-after-vertebrae?albumId=M4kngOv0rsSumn2Ymw21,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FVertebrae-After-Vertebrae-full-length_1779387174739_200_200.webp?alt=media&token=4c649564-fb55-4b10-a5ab-254f14049552,M4kngOv0rsSumn2Ymw21,False
The Scalar Process,Agnomysticism,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Progressive Metal, Progressive, Technical Death Metal",https://heavymetalbest.com/album/the-scalar-process/agnomysticism?albumId=LN25uS7OMvOIAZhpeZgg,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FAgnomysticism-full-length_1779037354405_200_200.webp?alt=media&token=e0a6d47f-288c-4c6e-8032-5590dfe659b1,LN25uS7OMvOIAZhpeZgg,False
Frankenbok,The Ariba War Honkle,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,,https://heavymetalbest.com/album/frankenbok/the-ariba-war-honkle?albumId=JNiUJOu0OWv4qmwVKPVt,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Ariba-War-Honkle-full-length_1779387016704_200_200.webp?alt=media&token=33344a80-36f6-4dcb-b6f9-377812a05899,JNiUJOu0OWv4qmwVKPVt,False
Trelldom,...by the Word...,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Black Metal, Avant-garde Black Metal",https://heavymetalbest.com/album/trelldom/...by-the-word...?albumId=FU2WM2GGwpTsQG9Lapw6,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2F...by-the-Word...-full-length_1779037367806_200_200.webp?alt=media&token=02beb235-1388-4bda-9bd5-898381ce1a76,FU2WM2GGwpTsQG9Lapw6,False
Ana,Motivated by Death,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,,https://heavymetalbest.com/album/ana/motivated-by-death?albumId=FDGLU5PDY1CXiLRBFd94,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FMotivated-by-Death-full-length_1779037030805_200_200.webp?alt=media&token=4d670109-f330-408a-bdf7-a02c1f4a2bac,FDGLU5PDY1CXiLRBFd94,False
Redshift,Down the Wire,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,Progressive Metal,https://heavymetalbest.com/album/redshift/down-the-wire?albumId=F4isqDVqpkyl83Msw7O5,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDown-the-Wire-full-length_1779387179904_200_200.webp?alt=media&token=acea7136-12cc-4303-af7d-24c775695c2c,F4isqDVqpkyl83Msw7O5,False
Leatherwitch,First Spell,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,Heavy Metal,https://heavymetalbest.com/album/leatherwitch/first-spell?albumId=EoyWNJxgKn6urZMDXbM5,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FFirst-Spell-full-length_1779310323898_200_200.webp?alt=media&token=26cd435a-3574-4a09-85fc-9d039a4a6ff6,EoyWNJxgKn6urZMDXbM5,False
Tyrann,Tyrann Forever,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,Heavy Metal,https://heavymetalbest.com/album/tyrann/tyrann-forever?albumId=CzXeSh900Kx8ziQPWJG5,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FTyrann-Forever-full-length_1779037378355_200_200.webp?alt=media&token=26fda12c-9e3e-4032-ae43-c62aaf14fec6,CzXeSh900Kx8ziQPWJG5,False
Torturebitch,In Mood for Murder,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Punk, Thrash Metal",https://heavymetalbest.com/album/torturebitch/in-mood-for-murder?albumId=9zJ9Mg5MbTVAqsYkoYtx,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FIn-Mood-for-Murder-full-length_1779460077603_200_200.webp?alt=media&token=6a0693fb-b69b-4eed-885e-3251c1ed294f,9zJ9Mg5MbTVAqsYkoYtx,False
